"adult_arr_rate_LA.2018","arr_rate_a_LA.2018","arr_rate_b_LA.2018","arr_rate_h_LA.2018","arr_rate_w_LA.2018","cfs_nonser_rate_LA.2018","cfs_nonser_rate_LA.2018.1","cfs_nonser_rate_LA.2018.2","cfs_serious_rate_LA.2018","cfs_serious_rate_LA.2018.1","cfs_serious_rate_LA.2018.2","cfs_serious_rate_LA.2018.3","cfs_serious_rate_LA.2018.4","cfs_serious_rate_LA.2018.5","cfs_serious_rate_LA.2018.6","cfs_serious_rate_LA.2018.7","cfs_serious_rate_LA.2018.8","cfs_serious_rate_LA.2018.9","cfs_serious_rate_LA.2018.10","cfs_serious_rate_LA.2018.11","crime_p1p_rate_LA.2018","crime_p1v_rate_LA.2018","crime_p2_rate_LA.2018","juv_arr_rate_LA.2018","s_numped_rate_LA.2018","s_numveh_rate_LA.2018","stop_rate_a_LA.2018","stop_rate_b_LA.2018","stop_rate_h_LA.2018","stop_rate_w_LA.2018","repdist"
-0.516561136580488,-0.335547647241966,-0.435101974003025,-0.583107452403878,-0.352743231269481,-0.757979091116328,-0.757979091116328,-0.757979091116328,-0.809499649364439,-0.809499649364439,-0.809499649364439,-0.809499649364439,-0.809499649364439,-0.809499649364439,-0.809499649364439,-0.809499649364439,-0.809499649364439,-0.809499649364439,-0.809499649364439,-0.809499649364439,-0.510166756653103,-0.797004067027865,-1.02609823950739,-0.625631846675572,-0.588427925204967,-0.503195600065424,-0.0699306173049132,-0.400665406805908,-0.583456356239128,-0.431025275986644,508
-0.468803200580814,-0.335547647241966,-0.351575700325089,-0.503907443012465,-0.301555662709632,-0.362877872078775,-0.362877872078775,-0.362877872078775,-0.233629202664223,-0.233629202664223,-0.233629202664223,-0.233629202664223,-0.233629202664223,-0.233629202664223,-0.233629202664223,-0.233629202664223,-0.233629202664223,-0.233629202664223,-0.233629202664223,-0.233629202664223,-0.442422264901076,-0.299971310941806,-0.217437302135552,0.341532612568196,-0.353388088813048,-0.338660316833971,-0.0219141317386277,-0.348505305328616,-0.336164461720509,-0.176786937603137,509
-0.441512951438143,-0.335547647241966,-0.418396719267438,-0.345507424229639,-0.352743231269481,-0.411710607016,-0.411710607016,-0.411710607016,-0.494690471834988,-0.494690471834988,-0.494690471834988,-0.494690471834988,-0.494690471834988,-0.494690471834988,-0.494690471834988,-0.494690471834988,-0.494690471834988,-0.494690471834988,-0.494690471834988,-0.494690471834988,-0.523715655003508,-0.505640037598106,-0.15753649195986,-0.0453331711293115,-0.503327294787204,-0.352967732767141,-0.502078987401488,-0.437177477840014,-0.138330946105611,-0.484237951462262,518
-0.134497648583096,-0.335547647241966,-0.318165190853914,0.177212637753688,-0.275961878429708,0.0544200446575171,0.0544200446575171,0.0544200446575171,-0.0109592966068055,-0.0109592966068055,-0.0109592966068055,-0.0109592966068055,-0.0109592966068055,-0.0109592966068055,-0.0109592966068055,-0.0109592966068055,-0.0109592966068055,-0.0109592966068055,-0.0109592966068055,-0.0109592966068055,0.0588869740639205,0.0256708395973363,-0.187486897047706,-0.0453331711293115,-0.142662718254776,-0.0489351441872822,-0.550095472967774,-0.343289295180886,0.501536830961315,-0.383725120008318,515
-0.0867397125834221,0.365827269184611,-0.401691464531851,0.383132662171362,-0.275961878429708,0.735858664008802,0.735858664008802,0.735858664008802,0.480450151244046,0.480450151244046,0.480450151244046,0.480450151244046,0.480450151244046,0.480450151244046,0.480450151244046,0.480450151244046,0.480450151244046,0.480450151244046,0.480450151244046,0.480450151244046,0.763429688284997,0.76265044344908,0.860777281026903,0.148099720719443,-0.18318682797752,0.752280148070227,0.45825072392423,-0.116392853754661,1.1135842698949,0.225264388212643,514
-0.0799171502977547,-0.335547647241966,-0.100996879291278,-0.0445473885422681,0.184726238608934,1.0332944131719,1.0332944131719,1.0332944131719,1.17149468728431,1.17149468728431,1.17149468728431,1.17149468728431,1.17149468728431,1.17149468728431,1.17149468728431,1.17149468728431,1.17149468728431,1.17149468728431,1.17149468728431,1.17149468728431,0.682136298182565,0.471286414019321,0.441471609797059,0.921831288114457,0.262578378972671,0.240790028459407,-0.0459223745217711,0.0166154050124363,0.516992574368729,0.107013998266824,513
0.145227405129278,0.365827269184611,-0.184523152969215,0.177212637753688,0.491851649968029,-0.429467965174991,-0.429467965174991,-0.429467965174991,0.0274320665065422,0.0274320665065422,0.0274320665065422,0.0274320665065422,0.0274320665065422,0.0274320665065422,0.0274320665065422,0.0274320665065422,0.0274320665065422,0.0274320665065422,0.0274320665065422,0.0274320665065422,-0.428873366550671,0.248478626808328,0.531322825060597,0.148099720719443,0.205844625360829,-0.327929754884094,-0.502078987401488,-0.207673031339924,-0.163060135557474,0.207526829720772,503
-0.35964220401013,-0.335547647241966,-0.401691464531851,-0.266307414838224,-0.352743231269481,-0.154228913710629,-0.154228913710629,-0.154228913710629,-0.210594384796214,-0.210594384796214,-0.210594384796214,-0.210594384796214,-0.210594384796214,-0.210594384796214,-0.210594384796214,-0.210594384796214,-0.210594384796214,-0.210594384796214,-0.210594384796214,-0.210594384796214,-0.212090992944186,-0.162858826504272,-0.277338112311244,-0.432198954826819,-0.406069431452616,-0.38158256463348,-0.213980074003772,-0.330249269811563,-0.31452642095013,-0.40146267850019,511
-0.100384837154757,-0.335547647241966,-0.318165190853914,0.303932652779949,-0.224774309869858,0.136547826142851,0.136547826142851,0.136547826142851,-0.10309856807884,-0.10309856807884,-0.10309856807884,-0.10309856807884,-0.10309856807884,-0.10309856807884,-0.10309856807884,-0.10309856807884,-0.10309856807884,-0.10309856807884,-0.10309856807884,-0.10309856807884,0.0182402790127046,0.0599489607067198,-0.15753649195986,0.148099720719443,-0.0210903890865416,1.15109936720734,-0.189971831220629,-0.223321061783112,2.26040043072499,0.00650116681288029,517
-0.236836082868112,-0.335547647241966,-0.384986209796263,0.0188126189708611,-0.250368094149783,0.036662686498526,0.036662686498526,0.036662686498526,-0.0954202954561706,-0.0954202954561706,-0.0954202954561706,-0.0954202954561706,-0.0954202954561706,-0.0954202954561706,-0.0954202954561706,-0.0954202954561706,-0.0954202954561706,-0.0954202954561706,-0.0954202954561706,-0.0954202954561706,-0.0359553143889167,-0.145719765949581,-0.636742973365396,-0.432198954826819,-0.195344060894344,-0.290372788059523,-0.59811195853406,-0.431961467692284,0.266609531168626,-0.525625587943298,528
